number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
175,0.9771385072598654,2023-09-04 04:05:52.104948,2023-09-04 04:09:57.423598,0 days 00:04:05.318650,0.0,4,41,500,80.63118696212769,1.0863413016001384,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.5972590800177453,0.05977970090446517,0.003947982815877965,COMPLETE
176,0.9771385072598654,2023-09-04 04:06:51.488845,2023-09-04 04:11:20.675645,0 days 00:04:29.186800,0.0,4,41,500,87.87976733843486,1.7688059012095134,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.467819007557812,0.49564881284244067,0.003947982815877965,COMPLETE
177,0.9732890651538323,2023-09-04 04:06:54.736222,2023-09-04 04:11:04.350315,0 days 00:04:09.614093,0.0075,4,41,500,81.93085543314616,1.2144910494486492,0.9732890651538323,0.9659312970599582,0.9776217925854437,0.9763141058160949,2.1117612677558775,0.5103700106820929,0.0052300461861635615,COMPLETE
178,0.9771385072598654,2023-09-04 04:08:10.567035,2023-09-04 04:12:37.766381,0 days 00:04:27.199346,0.0,4,41,500,87.791801293691,1.2144540945688884,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.044445645708551,0.010046020579890194,0.003947982815877965,COMPLETE
179,0.9771385072598654,2023-09-04 04:08:41.367983,2023-09-04 04:12:50.203182,0 days 00:04:08.835199,0.0,4,41,500,81.78350853919983,1.1038594245910645,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6651582448812503,0.010596385581426284,0.003947982815877965,COMPLETE
180,0.9771385072598654,2023-09-04 04:09:22.085228,2023-09-04 04:13:50.989664,0 days 00:04:28.904436,0.0,4,41,500,87.7484724521637,1.816644509633382,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.042289856901951,0.7375156276405568,0.003947982815877965,COMPLETE
181,0.9771385072598654,2023-09-04 04:09:27.214693,2023-09-04 04:13:54.093038,0 days 00:04:26.878345,0.0,4,41,500,87.40949026743571,1.491773287455241,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.150425731477211,0.47361666952167264,0.003947982815877965,COMPLETE
182,0.9771385072598654,2023-09-04 04:09:57.431599,2023-09-04 04:14:06.510984,0 days 00:04:09.079385,0.0,4,41,500,81.1346305211385,1.8309856255849202,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.5193855958967943,0.5868325787678649,0.003947982815877965,COMPLETE
183,0.9771385072598654,2023-09-04 04:11:04.361313,2023-09-04 04:15:13.035732,0 days 00:04:08.674419,0.0,4,41,500,81.23710640271504,1.5890024503072102,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.9026424288381572,0.6289992606196586,0.003947982815877965,COMPLETE
184,0.9771385072598654,2023-09-04 04:11:20.681640,2023-09-04 04:15:48.682082,0 days 00:04:28.000442,0.0,4,41,500,88.02007182439168,1.2470495700836182,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.265296090127342,0.05625456006092834,0.003947982815877965,COMPLETE
185,0.9771385072598654,2023-09-04 04:11:33.193942,2023-09-04 04:15:42.634489,0 days 00:04:09.440547,0.0,4,41,500,81.34750556945801,1.7344783147176106,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.7011049435157686,0.436814424102458,0.003947982815877965,COMPLETE
186,0.9771385072598654,2023-09-04 04:12:37.771908,2023-09-04 04:17:07.506299,0 days 00:04:29.734391,0.0,4,41,500,88.54376697540283,1.3086632092793782,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.987384130540547,0.10040776034279407,0.003947982815877965,COMPLETE
187,0.9771385072598654,2023-09-04 04:12:50.214186,2023-09-04 04:17:00.678891,0 days 00:04:10.464705,0.0,4,41,500,82.08091314633687,1.3524755636850994,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.9858370400833403,0.06272576367757036,0.003947982815877965,COMPLETE
188,0.9771385072598654,2023-09-04 04:13:50.996188,2023-09-04 04:18:19.586886,0 days 00:04:28.590698,0.0,4,41,500,88.0190224647522,1.4513657887776692,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.830162539722183,0.10214144336663544,0.003947982815877965,COMPLETE
189,0.9771385072598654,2023-09-04 04:13:54.100564,2023-09-04 04:18:24.482158,0 days 00:04:30.381594,0.0,4,41,500,87.91310135523479,2.1519214312235513,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.8633680344948251,0.6783517354503361,0.003947982815877965,COMPLETE
190,0.9771385072598654,2023-09-04 04:14:06.518988,2023-09-04 04:18:14.759054,0 days 00:04:08.240066,0.0,4,41,500,81.22660072644551,1.4625741640726726,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.7740196467605462,0.5108745651968243,0.003947982815877965,COMPLETE
191,0.9771385072598654,2023-09-04 04:15:13.045738,2023-09-04 04:19:22.072382,0 days 00:04:09.026644,0.0,4,41,500,81.84185655911763,1.1028409004211426,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.4310164780737709,0.03999073522726998,0.003947982815877965,COMPLETE
192,0.9771385072598654,2023-09-04 04:15:42.642484,2023-09-04 04:19:53.841854,0 days 00:04:11.199370,0.0,4,41,500,81.40754493077596,2.260063807169596,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6859602902571402,0.3133848200361913,0.003947982815877965,COMPLETE
193,0.9771385072598654,2023-09-04 04:15:48.694080,2023-09-04 04:20:14.401260,0 days 00:04:25.707180,0.0,4,41,500,87.29939635594685,1.20964511235555,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,0.8415832289625196,0.04177147101854862,0.003947982815877965,COMPLETE
194,0.9771385072598654,2023-09-04 04:17:00.690894,2023-09-04 04:21:00.872671,0 days 00:04:00.181777,0.0,4,41,500,78.79076743125916,1.1904625097910564,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.9755968706401523,0.10900234188785013,0.003947982815877965,COMPLETE
195,0.9771385072598654,2023-09-04 04:17:07.517301,2023-09-04 04:21:14.830604,0 days 00:04:07.313303,0.0,4,41,500,81.32370591163635,1.0450409253438313,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,7.001968594563297,0.14631587612413097,0.003947982815877965,COMPLETE
196,0.9771385072598654,2023-09-04 04:18:14.767059,2023-09-04 04:21:57.068295,0 days 00:03:42.301236,0.0,4,41,500,73.02518653869629,1.0107134977976482,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,5.613754161900987,0.1764204532916852,0.003947982815877965,COMPLETE
197,0.9771385072598654,2023-09-04 04:18:19.592410,2023-09-04 04:22:05.576701,0 days 00:03:45.984291,0.0,4,41,500,74.12753597895305,1.1134071350097656,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,9.525576700373549,0.4722136251681694,0.003947982815877965,COMPLETE
198,0.9771385072598654,2023-09-04 04:18:24.488158,2023-09-04 04:22:07.841406,0 days 00:03:43.353248,0.0,4,41,500,73.33156236012776,1.0554998715718586,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,9.36672875673216,0.4399271739169305,0.003947982815877965,COMPLETE
199,0.9771385072598654,2023-09-04 04:19:22.079381,2023-09-04 04:22:39.073244,0 days 00:03:16.993863,0.0,4,41,500,64.83208012580872,0.7652068138122559,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,7.902284993120248,0.14588024050642134,0.003947982815877965,COMPLETE
